StationID,StationName,Latitude,Longitude,County,State
7,Port Henry Segment20,44.09841761260,-73.41393662550,Addison,Vermont
19,Main Lake20,44.47210329550,-73.28923701050,Chittenden,Vermont
25,Malletts Bay20,44.57207034050,-73.26241064650,Chittenden,Vermont
34,Northeast Arm20,44.67782604380,-73.26269043370,Grand Isle,Vermont
36,Isle LaMotte (off Grand Isle)20,44.74347877180,-73.38754721720,Clinton,New York
